0.0055866,0.0050251,0.0051282,0.0051546,0.0052083,0.0045455,0.0046512,0.0046512,2.0622,0.64472,0.97554,0.028509
0.0057471,0.005102,0.0052083,0.005291,0.005291,0.0045872,0.0047619,0.0047619,1.8096,0.30725,0.75834,0.026006
0.0054348,0.0049505,0.004878,0.0049505,0.0052356,0.0046729,0.0045872,0.0045872,12.327,1.0516,1.0923,0.02615
0.0054945,0.005,0.005,0.0050251,0.0051813,0.0045872,0.0045662,0.0045662,1.2293,0.86359,1.1328,0.030512
0.0053763,0.0050761,0.0048544,0.0047393,0.0049261,0.0044843,0.0040984,0.0041494,13.045,0.49419,1.9117,0.029022
0.0055556,0.005,0.0051282,0.0051546,0.0052083,0.0045455,0.0046512,0.0046729,0.36639,0.91258,0.94964,0.028897
0.0054348,0.0049751,0.004902,0.0049261,0.0051546,0.0046296,0.0045045,0.0045249,0.14953,0.98246,1.237,0.025737
0.0055249,0.005,0.0050761,0.005102,0.0052083,0.0045662,0.0046296,0.0046296,11.106,0.9127,1.0202,0.030258
0.0055249,0.005102,0.0048544,0.004902,0.0051813,0.0046296,0.0044053,0.0044248,18.924,0.36552,1.3945,0.027403
0.0054348,0.0050251,0.0050251,0.0049751,0.0050761,0.0045249,0.0044444,0.0044643,3.0365,1.029,1.3485,0.028601
0.0052083,0.0049261,0.0046948,0.0046083,0.004878,0.0045249,0.0041494,0.0041841,4.7028,1.6522,1.8675,0.027149
0.0054054,0.005,0.005102,0.0049751,0.0049751,0.0044444,0.0044053,0.0044248,23.683,1.9761,1.4057,0.030386
0.0053191,0.0050251,0.0050251,0.0048309,0.0047847,0.004329,0.0041494,0.0041841,35.903,1.3972,1.8556,0.0309
0.0054645,0.0050761,0.0048077,0.0048077,0.005102,0.0046083,0.004329,0.0043478,17.031,0.43806,1.5378,0.025928
0.0055556,0.0050251,0.0051282,0.0051282,0.0051813,0.0045249,0.0046083,0.0046296,14.559,0.81438,1.0346,0.028862
0.0054945,0.0049505,0.0050251,0.005102,0.0052632,0.0046512,0.0046948,0.0046948,28.688,1.1635,0.88981,0.030246
0.0053191,0.005,0.0046948,0.0046729,0.005,0.0045662,0.0042017,0.0042373,13.985,0.70834,1.7548,0.029656
0.0054348,0.005,0.0047619,0.0048077,0.0051813,0.0046729,0.0044444,0.0044643,0.15213,0.63417,1.3252,0.029996
0.0055556,0.0050505,0.0050761,0.005102,0.0051813,0.0045455,0.0045662,0.0045662,9.6359,0.66772,1.126,0.030196
0.0054945,0.0050761,0.004878,0.004878,0.0051282,0.0046083,0.0043668,0.0044053,0.42289,0.43692,1.4485,0.028321
0.0053763,0.005,0.004902,0.0048544,0.0050251,0.0045455,0.004329,0.0043478,38.613,1.0195,1.5461,0.025783
0.005618,0.0050251,0.0050251,0.0051546,0.0053763,0.004717,0.0047619,0.0047619,5.3944,0.34544,0.76527,0.023636
0.0053476,0.0049751,0.004878,0.0047847,0.0049751,0.0045455,0.0042735,0.0043103,0.13581,1.2348,1.6372,0.029006
0.0054645,0.0050505,0.0050505,0.0049751,0.0050505,0.0044843,0.0044053,0.0044248,15.917,0.87223,1.3925,0.027563
0.0055249,0.0049505,0.0051546,0.0051813,0.0052632,0.0045662,0.0047619,0.0047619,3.5993,1.4031,0.75897,0.029332
